AmbulanceR,BikeAge,BikeAlcFlg,BikeDir,BikeInjury,BikeSex,City,County,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashMonth,CrashType,CrashYear,DrvrAge,DrvrAlcFlg,DrvrInjury,DrvrSex,DrvrVehTyp,HitRun,Latitude,Longitude,RdConditio,SpeedLimit,TraffCntrl,Weather,Workzone,DrvrAgeImputedFlag,BikeAgeImputedFlag,MonthCode
Yes,51.0,No,With Traffic,C: Possible Injury,Male,Wrightsville Beach,New Hanover,No,Thursday,Motorist Left Turn / Merge,18.0,April,Motorist Left Turn - Opposite Direction,2013,59.0,No,O: No Injury,Female,Passenger Car,No,34.2034786,-77.79934822,Wet,30 - 35  MPH,No Control Present,Rain,No,0,0,4
Yes,7.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Brunswick,No,Monday,Crossing Paths - Other Circumstances,19.0,May,Crossing Paths - Uncontrolled Intersection,2013,35.0,No,O: No Injury,Female,Van,No,34.3081204,-78.08262502,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
No,24.0,No,Facing Traffic,O: No Injury,Male,Fayetteville,Cumberland,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,16.0,May,Bicyclist Ride Out - Signalized  Intersection,2013,29.0,No,O: No Injury,Male,Passenger Car,Yes,35.08982937,-78.98280296,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,23.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Fayetteville,Cumberland,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,18.0,May,Bicyclist Ride Through - Signalized Intersection,2013,37.0,No,O: No Injury,Female,Passenger Car,No,35.07463099,-78.97882915,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,14.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Gaston,No,Tuesday,Motorist Overtaking Bicyclist,20.0,May,Motorist Overtaking - Bicyclist Swerved,2013,25.0,No,O: No Injury,Female,Pickup,No,35.30652552,-81.15742531,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,5
Yes,23.0,No,Not Applicable,C: Possible Injury,Female,Roxboro,Person,No,Sunday,Non-Roadway,14.0,April,Non-Roadway,2013,33.0,No,O: No Injury,Female,Passenger Car,No,36.42376495,-78.97196067,Dry,5 - 15 MPH,Stop Sign,Clear,No,0,0,4
Yes,5.0,No,Not Applicable,C: Possible Injury,Female,Cary,Wake,No,Wednesday,Non-Roadway,20.0,May,Non-Roadway,2013,46.0,No,O: No Injury,Male,Sport Utility,No,35.78560989,-78.7618353,Dry,Unknown,No Control Present,Clear,No,0,0,5
Yes,7.0,No,Not Applicable,B: Suspected Minor Injury,Female,Cary,Wake,No,Wednesday,Non-Roadway,19.0,May,Non-Roadway,2013,41.0,No,O: No Injury,Male,"Light Truck (Mini-Van, Panel)",No,35.79068,-78.786078,Dry,Unknown,No Control Present,Clear,No,0,0,5
Yes,24.0,No,With Traffic,B: Suspected Minor Injury,Male,Winston-Salem,Forsyth,No,Friday,Motorist Overtaking Bicyclist,7.0,May,Motorist Overtaking - Other / Unknown,2013,40.0,No,O: No Injury,Male,Van,No,36.09622144,-80.2692147,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
Yes,48.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Brunswick,No,Wednesday,Motorist Overtaking Bicyclist,11.0,May,Motorist Overtaking - Other / Unknown,2013,27.0,No,A: Suspected Serious Injury,Male,Motorcycle,No,33.98504788,-78.39185767,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
Yes,91.0,No,With Traffic,B: Suspected Minor Injury,Male,Carolina Shores,Brunswick,No,Saturday,Motorist Overtaking Bicyclist,17.0,May,Motorist Overtaking - Other / Unknown,2013,31.0,No,O: No Injury,Male,Pickup,No,33.90002755,-78.57746342,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,5
Yes,24.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Cleveland,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,14.0,May,Bicyclist Failed to Clear - Trapped,2013,60.0,No,O: No Injury,Female,Pickup,No,35.28932988,-81.53746976,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,19.0,No,Unknown,C: Possible Injury,Male,Greenville,Pitt,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,11.0,May,Bicyclist Ride Out - Signalized  Intersection,2013,20.0,No,O: No Injury,Male,Passenger Car,No,35.60431719,-77.36348648,Dry,5 - 15 MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,5.0,No,With Traffic,C: Possible Injury,Male,Greensboro,Guilford,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17.0,May,Bicyclist Ride Through - Sign-Controlled Intersection,2013,36.0,No,O: No Injury,Male,Pickup,No,36.09844195,-79.76920733,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,5
Yes,12.0,No,With Traffic,A: Suspected Serious Injury,Male,Lexington,Davidson,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,13.0,May,Bicyclist Ride Through - Sign-Controlled Intersection,2013,46.0,No,O: No Injury,Male,Passenger Car,No,35.81379173,-80.25215992,Dry,30 - 35  MPH,Stop And Go Signal,Cloudy,No,0,0,5
Yes,58.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Raleigh,Wake,No,Sunday,Motorist Left Turn / Merge,16.0,May,Motorist Left Turn - Same Direction,2013,17.0,No,O: No Injury,Male,Pickup,No,35.82882311,-78.68764393,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,53.0,No,With Traffic,C: Possible Injury,Male,Greenville,Pitt,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,14.0,May,Bicyclist Ride Out - Signalized  Intersection,2013,28.0,No,O: No Injury,Female,Passenger Car,No,35.57445835,-77.38717855,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,25.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Tuesday,Bicyclist Overtaking Motorist,14.0,May,Bicyclist Overtaking - Extended Door,2013,42.0,Missing,O: No Injury,Male,Passenger Car,No,35.77847625,-78.63924099,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,5
Yes,3.0,No,Not Applicable,C: Possible Injury,Male,None - Rural Crash,Wake,No,Monday,Bicyclist Failed to Yield - Midblock,12.0,May,Bicyclist Ride Out - Other Midblock,2013,39.0,No,O: No Injury,Male,Passenger Car,No,35.66405417,-78.72698044,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,5
Yes,21.0,No,With Traffic,C: Possible Injury,Male,Greensboro,Guilford,No,Wednesday,Motorist Failed to Yield - Midblock,21.0,May,Motorist Drive Out - Commercial Driveway / Alley,2013,25.0,No,O: No Injury,Female,Passenger Car,No,36.0637668,-79.82013045,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,7.0,No,With Traffic,C: Possible Injury,Male,Thomasville,Davidson,No,Friday,Loss of Control / Turning Error,16.0,May,Bicyclist Turning Error - Right Turn,2013,53.0,No,O: No Injury,Male,Passenger Car,No,35.88568007,-80.0738087,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
No,41.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,42.0,No,O: No Injury,Male,Passenger Car,No,35.21939665,-80.83594518,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,5
Yes,26.0,Yes,With Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,Yes,Thursday,Motorist Right Turn / Merge,19.0,May,Motorist Right Turn - Same Direction,2013,32.0,Yes,O: No Injury,Female,Sport Utility,No,35.22467457,-80.82814381,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,31.0,No,With Traffic,Unknown Injury,Male,Charlotte,Mecklenburg,No,Sunday,Backing Vehicle,15.0,May,Backing Vehicle,2013,16.0,No,Unknown Injury,Male,Passenger Car,No,35.21331696,-81.00429739,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,5
No,23.0,No,Facing Traffic,C: Possible Injury,Female,Lumberton,Robeson,No,Monday,Motorist Failed to Yield - Midblock,11.0,April,Motorist Drive Out - Commercial Driveway / Alley,2013,25.0,No,O: No Injury,Female,Passenger Car,No,34.64486055,-79.011704,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,4
No,35.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Thursday,Motorist Overtaking Bicyclist,8.0,May,Motorist Overtaking - Undetected Bicyclist,2013,68.0,No,O: No Injury,Male,Pickup,No,35.98381237,-78.95795534,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,17.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Iredell,No,Sunday,Motorist Overtaking Bicyclist,13.0,May,Motorist Overtaking - Bicyclist Swerved,2013,42.03850604944766,Unknown,Unknown Injury,Unknown,Pickup,Yes,35.660108,-80.888781,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,1,0,5
Yes,42.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Henderson,No,Friday,Loss of Control / Turning Error,11.0,May,Motorist Turning Error - Left Turn,2013,75.0,No,O: No Injury,Female,Passenger Car,No,35.42491041,-82.35920245,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
No,7.0,No,Not Applicable,B: Suspected Minor Injury,Male,Oak Island,Brunswick,No,Sunday,Non-Roadway,12.0,April,Non-Roadway,2013,48.0,No,O: No Injury,Female,Passenger Car,No,33.91275692,-78.11280282,Dry,5 - 15 MPH,Other,Cloudy,No,0,0,4
No,28.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Wake,No,Sunday,Loss of Control / Turning Error,10.0,June,Bicyclist Turning Error - Right Turn,2013,28.0,No,O: No Injury,Male,Sport Utility,No,35.68090635,-78.93555993,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,6
Yes,31.0,No,With Traffic,B: Suspected Minor Injury,Male,Greensboro,Guilford,No,Thursday,Bicyclist Left Turn / Merge,15.0,May,Bicyclist Left Turn - Same Direction,2013,70.0,No,O: No Injury,Female,Passenger Car,No,36.023462,-79.774348,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,35.0,No,Facing Traffic,C: Possible Injury,Female,Washington,Beaufort,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,9.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,49.0,No,O: No Injury,Female,Passenger Car,No,35.5526516,-77.05543853,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,28.0,No,Facing Traffic,C: Possible Injury,Female,Wilmington,New Hanover,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,16.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,50.0,No,O: No Injury,Male,Van,No,34.22818547,-77.9278244,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
No,45.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Onslow,No,Friday,Bicyclist Overtaking Motorist,19.0,May,Bicyclist Overtaking - Other / Unknown,2013,26.0,Missing,O: No Injury,Male,Police,No,34.71689039,-77.31625036,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,16.0,No,Facing Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,13.0,June,Motorist Drive Out - Sign-Controlled Intersection,2013,42.03850604944766,Missing,Unknown Injury,Unknown,Sport Utility,Yes,35.77216979,-78.60062793,Dry,30 - 35  MPH,No Control Present,Cloudy,No,1,0,6
Yes,25.0,No,With Traffic,B: Suspected Minor Injury,Female,Asheville,Buncombe,No,Thursday,Motorist Overtaking Bicyclist,14.0,May,Motorist Overtaking - Other / Unknown,2013,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.57739615,-82.5513896,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,5
No,32.0,No,With Traffic,B: Suspected Minor Injury,Male,Durham,Durham,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,17.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,51.0,No,O: No Injury,Female,Passenger Car,No,35.999137,-78.899948,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,5
Yes,36.0,No,With Traffic,C: Possible Injury,Female,Durham,Durham,No,Saturday,Motorist Left Turn / Merge,13.0,May,Motorist Left Turn - Opposite Direction,2013,21.0,No,O: No Injury,Male,Sport Utility,No,35.99499541,-78.9006935,Wet,30 - 35  MPH,Stop And Go Signal,Rain,No,0,0,5
Yes,18.0,No,With Traffic,C: Possible Injury,Male,High Point,Guilford,No,Monday,Motorist Overtaking Bicyclist,7.0,May,Motorist Overtaking - Undetected Bicyclist,2013,47.0,No,O: No Injury,Male,Sport Utility,No,35.97369103,-80.0412231,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,58.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Orange,No,Sunday,Motorist Overtaking Bicyclist,11.0,June,Motorist Overtaking - Other / Unknown,2013,75.0,No,O: No Injury,Female,Van,No,36.15278109,-79.06140818,Dry,50 - 55  MPH,Other,Clear,No,0,0,6
Yes,22.0,No,Facing Traffic,C: Possible Injury,Male,Gastonia,Gaston,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,16.0,May,Bicyclist Ride Out - Signalized  Intersection,2013,17.0,No,C: Possible Injury,Female,Sport Utility,No,35.2608608,-81.20717299,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
No,7.0,No,With Traffic,C: Possible Injury,Male,Kannapolis,Rowan,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,20.0,May,Bicyclist Ride Through - Sign-Controlled Intersection,2013,33.0,No,O: No Injury,Male,Passenger Car,No,35.50682625,-80.60339952,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
No,26.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Wednesday,Motorist Left Turn / Merge,17.0,June,Motorist Left Turn - Opposite Direction,2013,27.0,No,O: No Injury,Female,Passenger Car,No,36.00984561,-78.95059778,Dry,20 - 25  MPH,No Control Present,Cloudy,No,0,0,6
Yes,58.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Union,No,Sunday,Motorist Overtaking Bicyclist,10.0,June,Motorist Overtaking - Other / Unknown,2013,24.0,No,O: No Injury,Male,Pickup,No,34.95581706,-80.62735464,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
Yes,60.0,No,Facing Traffic,C: Possible Injury,Male,Pembroke,Robeson,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,12.0,June,Motorist Drive Out - Sign-Controlled Intersection,2013,64.0,No,O: No Injury,Female,Truck/Trailer,No,34.67950207,-79.19333591,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
Yes,21.0,No,Unknown,B: Suspected Minor Injury,Female,Wilmington,New Hanover,No,Monday,Motorist Failed to Yield - Signalized Intersection,16.0,May,Motorist Drive Out - Right Turn on Red,2013,65.0,No,O: No Injury,Female,Passenger Car,No,34.25597173,-77.8262792,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,20.0,No,Facing Traffic,C: Possible Injury,Male,Gastonia,Gaston,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,17.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,50.0,No,O: No Injury,Female,Passenger Car,No,35.25780029,-81.20880128,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,32.0,No,With Traffic,C: Possible Injury,Male,Southern Pines,Moore,No,Monday,Motorist Left Turn / Merge,11.0,May,Motorist Left Turn - Opposite Direction,2013,34.0,No,O: No Injury,Male,Passenger Car,No,35.16917248,-79.39383943,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,54.0,No,With Traffic,B: Suspected Minor Injury,Male,Elon College,Alamance,No,Saturday,Bicyclist Overtaking Motorist,17.0,May,Bicyclist Overtaking - Parked Vehicle,2013,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,No,36.11064199,-79.50312045,Dry,50 - 55  MPH,No Control Present,Clear,No,1,0,5
Yes,74.0,No,With Traffic,K: Killed,Male,Leland,Brunswick,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,20.0,No,O: No Injury,Female,Passenger Car,No,34.23581245,-78.00475682,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,5
Yes,13.0,No,With Traffic,B: Suspected Minor Injury,Female,Ocean Isle Beach,Brunswick,No,Monday,Crossing Paths - Other Circumstances,12.0,May,Crossing Paths - Uncontrolled Intersection,2013,26.0,No,O: No Injury,Female,Passenger Car,No,33.89292521,-78.41556805,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,45.0,No,With Traffic,B: Suspected Minor Injury,Male,Winston-Salem,Forsyth,No,Thursday,Motorist Left Turn / Merge,21.0,May,Motorist Left Turn - Opposite Direction,2013,34.0,No,O: No Injury,Male,Taxicab,No,36.11575888,-80.2476903,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
No,8.0,No,Not Applicable,C: Possible Injury,Female,Lumberton,Robeson,No,Wednesday,Bicyclist Failed to Yield - Midblock,19.0,June,Bicyclist Ride Out - Other Midblock,2013,42.0,No,O: No Injury,Female,Passenger Car,No,34.61238228,-78.98212986,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,6
Yes,40.0,No,With Traffic,B: Suspected Minor Injury,Male,High Point,Guilford,No,Friday,Motorist Left Turn / Merge,20.0,May,Motorist Left Turn - Opposite Direction,2013,24.0,No,O: No Injury,Male,Passenger Car,No,35.9530982,-79.97947653,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,19.0,No,With Traffic,A: Suspected Serious Injury,Female,None - Rural Crash,Currituck,No,Saturday,Motorist Overtaking Bicyclist,22.0,June,Motorist Overtaking - Bicyclist Swerved,2013,20.0,No,O: No Injury,Male,Sport Utility,No,36.29084501,-75.80150267,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
Yes,24.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Saturday,Crossing Paths - Other Circumstances,23.0,June,Crossing Paths - Midblock - Other / Unknown,2013,33.0,No,O: No Injury,Male,Passenger Car,No,35.2399912,-80.91943944,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,6
No,19.0,No,Facing Traffic,O: No Injury,Male,Greensboro,Guilford,No,Sunday,Motorist Left Turn / Merge,9.0,May,Motorist Left Turn - Same Direction,2013,25.0,No,O: No Injury,Female,Passenger Car,No,36.06730531,-79.81141283,Dry,Unknown,Stop Sign,Clear,No,0,0,5
Yes,50.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Saturday,Bicyclist Overtaking Motorist,8.0,June,Bicyclist Overtaking - Parked Vehicle,2013,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,No,35.1870959,-80.84001073,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,6
Yes,43.0,No,With Traffic,B: Suspected Minor Injury,Male,Morrisville,Wake,No,Friday,Motorist Right Turn / Merge,7.0,June,Motorist Right Turn - Same Direction,2013,38.0,No,O: No Injury,Female,Passenger Car,No,35.82033697,-78.82971519,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
No,17.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Hoke,No,Friday,Motorist Overtaking Bicyclist,18.0,May,Motorist Overtaking - Bicyclist Swerved,2013,39.0,No,O: No Injury,Female,Passenger Car,No,35.04034956,-79.1058794,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
Yes,70.0,No,With Traffic,B: Suspected Minor Injury,Male,Greensboro,Guilford,No,Tuesday,Motorist Left Turn / Merge,22.0,June,Motorist Left Turn - Opposite Direction,2013,22.0,No,O: No Injury,Male,Passenger Car,No,36.05648947,-79.86973545,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
No,20.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Rocky Mount,Nash,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,13.0,May,Motorist Drive Out - Sign-Controlled Intersection,2013,52.0,No,B: Suspected Minor Injury,Male,Motorcycle,No,35.96050177,-77.78978635,Dry,30 - 35  MPH,Yield Sign,Clear,No,0,0,5
Yes,27.0,No,Facing Traffic,O: No Injury,Male,Raleigh,Wake,No,Saturday,Motorist Failed to Yield - Signalized Intersection,1.0,June,Motorist Drive Out - Signalized Intersection,2013,48.0,No,O: No Injury,Male,Passenger Car,No,35.77572096,-78.64187672,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
No,11.0,No,With Traffic,C: Possible Injury,Male,Archdale,Randolph,No,Monday,Loss of Control / Turning Error,8.0,June,Bicyclist Lost Control - Mechanical Problems,2013,29.0,No,O: No Injury,Female,Sport Utility,No,35.907479,-79.969563,Wet,30 - 35  MPH,Stop Sign,Cloudy,No,0,0,6
No,45.0,No,With Traffic,O: No Injury,Male,Hendersonville,Henderson,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,17.0,June,Bicyclist Ride Through - Signalized Intersection,2013,34.0,No,O: No Injury,Male,Passenger Car,Yes,35.32324907,-82.46275475,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,18.0,No,With Traffic,B: Suspected Minor Injury,Male,Kinston,Lenoir,No,Tuesday,Bicyclist Left Turn / Merge,19.0,June,Bicyclist Left Turn - Same Direction,2013,28.0,No,O: No Injury,Female,Sport Utility,No,35.27056548,-77.59860572,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,36.0,No,With Traffic,A: Suspected Serious Injury,Male,Raleigh,Wake,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,23.0,June,Bicyclist Ride Through - Signalized Intersection,2013,44.0,No,O: No Injury,Female,Passenger Car,No,35.90174121,-78.76544178,Dry,50 - 55  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,60.0,No,Facing Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,16.0,June,Motorist Drive Out - Sign-Controlled Intersection,2013,31.0,No,O: No Injury,Male,Pickup,No,34.21216592,-77.8669204,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
Yes,47.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Lenoir,No,Wednesday,Bicyclist Left Turn / Merge,14.0,June,Bicyclist Left Turn - Same Direction,2013,41.0,No,O: No Injury,Female,Passenger Car,No,35.27016319,-77.66450278,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,0,0,6
Yes,17.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Gaston,No,Thursday,Bicyclist Left Turn / Merge,9.0,June,Bicyclist Left Turn - Same Direction,2013,51.0,No,O: No Injury,Male,Passenger Car,No,35.31917707,-81.36544386,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
